"created_at","text","favorite_count","retweet_count","retweet_like_ratio","retweet_x_like"
2021-08-02 22:27:12,"Yes, they exist:
The FIRST RING has been seen!<U+0001F48D>
Congrats on this epic mint @irfreak 

Seafarer Half-Dragon Lineholder Fighter from The Temple + Ring
99.6 rarity + ring + sea dragon = dreamy mint.<U+0001F929><U+0001F92F>

https://t.co/XXl2HdOhNK https://t.co/pVZCcTQPwb",13,1,0.0769230769230769,28
2021-08-02 07:34:36,"Nothing but gratitude for the community for supporting us bounce back STRONGER than yesterday. 

Nothing but <U+2764><U+FE0F>for the crypto fam. 

Stay safe out there, there be monsters.",14,0,0,15
2021-08-02 07:28:01,"What a day, FORTH KEY<U+0001F511><U+0001F511><U+0001F511><U+0001F511> 
minted just 10 minutes ago. 
4245 is a Guild Half-Dragon Flamefist Monk from The Swamp + Key
<U+0001F525><U+0001F432><U+0001F511>
https://t.co/ROsbUlCFHZ https://t.co/c6milmTMIT",6,0,0,7
2021-08-02 02:27:44,"KEY 3!!!<U+0001F511>
It's been a while between keys! what an awesome mint to whoever minted this!
Lead Dwarf Witching Ranger from The Mountains + Key
https://t.co/GfDLzrr3yo https://t.co/ctFK0Nl7FT",5,0,0,6
2021-08-02 02:24:57,"11th scroll has spawned...<U+0001F4DC><U+2705><U+0001F929><U+2728>
https://t.co/dSI9ZMcDZu https://t.co/O8gjACrVke",4,0,0,5
2021-07-30 01:46:08,"Lore dump: https://t.co/4BhNjFLQQY",12,2,0.166666666666667,39
2021-07-30 01:13:42,"Genesis Lore Dump: Ethermore out of the void:
1/many",6,2,0.333333333333333,21
2021-07-30 01:08:29,"We have completed our genesis lore thanks to @jlc_chen, competition winner!<U+0001F929><U+0001F4DC><U+0001F308><U+0001F3D4><U+FE0F>

We couldn't be happier with how this turned out and looking forward to our first twitter lore dump.

 (we are working on other ways to present this epic piece of art).<U+0001F440>",7,1,0.142857142857143,16
2021-07-30 00:40:23,"Is it too late to mint your very own party of Ethermore Heroes?
No! 
Many many awesome characters waiting to be unlocked.
Get some!
0.04 ETH

https://t.co/Jxea7TNBmN",2,1,0.5,6
2021-07-29 01:06:50,"starting to see the mints pick up, need to see some #heroflex out in the wild. Who has some minted some neato heroes? Wanna see!<U+0001F60D>",5,1,0.2,12
2021-07-28 01:15:23,"We are still obscure. 
And we kind of like it. 
<U+0001F31B>",12,0,0,13
2021-07-26 08:54:48,"We are so incredibly excited to soon show the Genesis of Ethermore. 
Concepted and written with our community member @jlc_chen as voted by the character tokenholders. 

Our main narrative arc will tackle themes relevant to the world of crypto and digital communities.

Stay tuned.",5,1,0.2,12
2021-07-26 07:58:43,"Attention spans in this space are short. Sometimes you have to sit down, and just work. 
Shiny object syndrome, FOMO and imposter syndrome are big here for builders. 
Breathe, then build!",6,0,0,7
2021-07-26 04:41:43,"Dusk Elf type of day
Inside with a book <U+0001F4D6> https://t.co/Xs0Naywekg",7,0,0,8
2021-07-21 22:52:10,"If you stumble into our @EthCC presentation and want to ask us Q's please DM or @ us! 

We are sorry we can't be there. Locked down in Australia <U+0001F62D>

Currently have a +6 modifier to our FOMO<U+0001F972>",4,0,0,5
2021-07-20 10:00:59,"Dreaming about Paris and not Melbourne in lockdown. With you in spirit @EthCC 
And digitally! Hopefully those attending enjoy the Sun <U+0001F31E> and the culture. 

Say hi digitally back if you drop into our presentation. Sad we can't be there to hang. Wanted it badly <U+0001F972>",4,0,0,5
2021-07-17 22:34:44,"<U+0001F4DD><U+0001F528>Just finished writing the first quest for our web3 quest portal. Release soon<U+0001F440>

Want to jump into a quirky, immersive world where choices have consequences? <U+0001F914>

Your individual choices inside the quest scenarios will change your characters moral compass.....<U+2696><U+FE0F>",7,1,0.142857142857143,16
2021-07-17 02:05:56,"One away from 500 follows <U+0001F4AB><U+0001F4DD> we love unlocking achievements. Feel free to @ someone who needs our feeds.",2,1,0.5,6
2021-07-17 02:02:28,"People sometimes confuse Ethermore with a quick PFP project. 
On this:",0,0,0,1
2021-07-16 03:12:59,"<U+0001F973>Overwhelming winner of the genesis backstory to the world, Jess wrote an amazing piece around the Gods of light and dark, their Titan children, a long war and the eventual banashment of the titans, becoming a part of the land and geography of Ethermore.<U+0001F30E> https://t.co/T0wXfljQal",11,1,0.0909090909090909,24
